Index,Time,Applied torque,Pressure - leak line,Temperature - leak line,Pressure - output,Temperature - suction line,Temperature - output,Flow - leak line,Flow - output,Sensor 1,Sensor 2,Sensor 3,Temp. diff,stan
2024-01-04 08:27:47+00:00,2024-01-04 08:27:47+00:00,6.253333333333332,0.13238095238095238,23.819999999999997,0.0,21.39619047619047,22.018571428571434,0.16142857142857142,-0.5738095238095237,0.000548,0.00037,9.5e-05,2.4238095238095276,0
2024-01-04 08:27:48+00:00,2024-01-04 08:27:48+00:00,6.2444,0.1328,23.785199999999996,0.0,21.3848,22.024,0.16120000000000004,-0.5128000000000003,5.4e-05,0.000246,0.000632,2.4003999999999976,0
2024-01-04 08:29:27+00:00,2024-01-04 08:29:27+00:00,6.108684210526313,0.13078947368421043,22.100526315789487,0.0,21.159210526315775,21.986052631578946,0.6700000000000007,-0.4963157894736844,7e-05,3.8e-05,0.000967,0.9413157894737125,0
2024-01-04 08:29:28+00:00,2024-01-04 08:29:28+00:00,6.125208333333334,0.13208333333333325,22.12333333333333,0.0,21.16583333333332,21.988541666666674,0.6700000000000008,-0.4879166666666667,7.1e-05,8.2e-05,3.3e-05,0.9575000000000102,0
2024-01-04 08:29:29+00:00,2024-01-04 08:29:29+00:00,6.020816326530614,0.13061224489795908,22.104285714285716,0.0,21.156326530612237,21.97877551020409,0.6712244897959191,-0.5169387755102044,5.4e-05,3.7e-05,0.000104,0.9479591836734791,0
2024-01-04 08:29:31+00:00,2024-01-04 08:29:31+00:00,6.048421052631575,0.1323684210526315,22.104736842105268,0.0,21.12657894736842,21.978684210526314,0.2452631578947369,-0.707105263157895,8e-05,0.000126,0.000961,0.9781578947368494,0
2024-01-04 08:29:32+00:00,2024-01-04 08:29:32+00:00,5.974,0.13371428571428567,22.070000000000007,0.0,21.133428571428567,21.984285714285722,0.24971428571428572,-0.5354285714285715,5.6e-05,0.000259,7.4e-05,0.9365714285714404,0
2024-01-04 08:29:33+00:00,2024-01-04 08:29:33+00:00,6.13625,0.13062499999999996,22.06281249999999,0.0,21.131249999999998,21.979062500000012,0.24875000000000003,-0.6325000000000002,7.9e-05,8.6e-05,2.7e-05,0.9315624999999912,0
2024-01-04 08:29:34+00:00,2024-01-04 08:29:34+00:00,6.248333333333332,0.13366666666666668,22.054666666666655,0.0,21.127666666666663,21.97733333333334,0.2486666666666667,-0.5380000000000001,4.5e-05,0.000104,5.7e-05,0.9269999999999925,0
2024-01-04 08:29:36+00:00,2024-01-04 08:29:36+00:00,6.163461538461537,0.13115384615384615,22.043846153846143,0.0,21.131538461538454,21.984230769230773,0.24538461538461545,-0.5769230769230771,5.1e-05,0.000877,0.000825,0.9123076923076887,0
2024-01-04 08:29:37+00:00,2024-01-04 08:29:37+00:00,6.167037037037037,0.13074074074074074,22.036296296296296,0.0,21.1374074074074,21.994444444444444,0.24518518518518526,-0.6029629629629631,0.000628,5.8e-05,7.4e-05,0.8988888888888944,0
2024-01-04 08:29:38+00:00,2024-01-04 08:29:38+00:00,6.169599999999998,0.13039999999999996,22.028399999999998,0.0,21.13799999999999,21.9888,0.24360000000000007,-0.5008,0.000186,7.6e-05,3.7e-05,0.8904000000000067,0
2024-01-04 08:29:40+00:00,2024-01-04 08:29:40+00:00,6.222399999999998,0.13,22.0072,0.0,21.131599999999995,21.971200000000003,0.2444000000000001,-0.5315999999999999,0.000118,8.7e-05,7.1e-05,0.8756000000000057,0
2024-01-04 08:29:41+00:00,2024-01-04 08:29:41+00:00,6.037727272727275,0.13363636363636366,22.01136363636363,0.0,21.124545454545455,21.980909090909094,0.2427272727272728,-0.47818181818181826,7.7e-05,4.6e-05,0.000962,0.8868181818181746,0
2024-01-04 08:29:42+00:00,2024-01-04 08:29:42+00:00,6.2235,0.13199999999999998,22.01749999999999,0.0,21.130999999999997,21.976500000000005,0.24250000000000008,-0.4105,0.000117,5.3e-05,5.7e-05,0.8864999999999945,0
2024-01-04 08:29:44+00:00,2024-01-04 08:29:44+00:00,6.231428571428572,0.13142857142857137,22.025238095238095,0.0,21.13238095238095,21.98666666666667,0.2466666666666667,-0.5514285714285713,8.7e-05,8e-05,0.000122,0.8928571428571459,0
2024-01-04 08:29:45+00:00,2024-01-04 08:29:45+00:00,6.2330000000000005,0.13000000000000003,21.981,0.0,21.130999999999997,21.985500000000002,0.24300000000000005,-0.41800000000000004,3.4e-05,3.4e-05,0.000999,0.850000000000005,0
2024-01-04 08:29:46+00:00,2024-01-04 08:29:46+00:00,6.239545454545455,0.13181818181818178,21.993181818181817,0.0,21.12681818181818,21.998636363636365,0.24318181818181828,-0.5913636363636363,5.9e-05,6.4e-05,0.000143,0.8663636363636371,0
2024-01-04 08:29:48+00:00,2024-01-04 08:29:48+00:00,6.045263157894738,0.12999999999999998,21.975263157894737,0.0,21.13315789473684,21.978947368421053,0.24157894736842114,-0.4852631578947369,0.000118,6.5e-05,9.2e-05,0.8421052631578974,0
